mfcc_mean_4,mfcc_mean_5,rms_std,rms_mean,mfcc_mean_2,mfcc_mean_8,delta2_std_2,mfcc_std_13,delta_std_13,spectral_centroid_mean,mfcc_mean_1,zcr_mean,mfcc_std_11,spectral_centroid_std,spectral_rolloff_std,delta2_std_13,mfcc_mean_3,mfcc_mean_6,mfcc_std_12,mfcc_mean_7,Label
23.67756843566895,-12.22397327423096,0.005681335460394621,0.005113176070153713,140.149169921875,9.819525718688965,1.677312970161438,11.57953929901123,1.35965883731842,1748.793542209105,-605.1358032226562,0.0248092221185738,8.90873908996582,428.2582695005111,1661.650657996541,0.6498467922210693,14.71738624572754,1.916739940643311,5.807465076446533,32.19902038574219,Ripe
19.7479076385498,-19.63591957092285,0.006680515129119158,0.005648045800626278,141.2895965576172,8.58796501159668,1.899613261222839,12.91050052642822,1.54421603679657,1879.611241775857,-580.1521606445312,0.03028234478648425,9.318204879760742,945.6040399344731,2142.671182594541,0.6490219235420227,15.3664493560791,-5.756866455078125,5.969220638275146,27.90511322021484,Ripe
23.22931289672852,-16.12033081054688,0.00590978330001235,0.005194208584725857,138.9831848144531,9.055169105529785,1.839894533157349,13.35738754272461,1.535458326339722,1882.520049150955,-592.334716796875,0.02997706778606965,9.444968223571777,939.6622788432144,2156.1093269076,0.6867750287055969,12.9083137512207,-1.278965950012207,6.034765720367432,32.6779670715332,Ripe
22.42461395263672,-13.90310955047607,0.006142254453152418,0.004931796342134476,130.2125396728516,9.304797172546387,1.759287357330322,11.47611618041992,1.524144291877747,1992.364377948876,-593.5919189453125,0.0286174919672471,10.2338285446167,520.0877572759067,1771.076757330876,0.7663000226020813,13.74093055725098,0.9525173902511597,6.08353328704834,30.96271896362305,Ripe
23.78764343261719,-9.880121231079102,0.005458822008222342,0.006507968995720148,141.8339080810547,12.62198734283447,1.825421452522278,12.09846019744873,1.571656703948975,1434.593255571928,-585.9736938476562,0.02385857172470978,9.194602012634277,1025.239465054408,2424.249235448882,0.7458412051200867,15.13322257995605,5.861055850982666,5.627205371856689,35.56221008300781,Ripe
22.70139694213867,-13.86546802520752,0.006113758310675621,0.004878032021224499,132.4044342041016,8.917266845703125,1.910758495330811,13.56782531738281,1.571462392807007,1999.371318697308,-599.4765625,0.03023856026785714,9.866825103759766,991.8286247143508,2250.869197094417,0.725562572479248,11.77025508880615,1.771332740783691,6.243500232696533,32.59890365600586,Ripe
19.93850517272949,-16.20078277587891,0.005687810014933348,0.004680915735661983,137.9331207275391,9.192638397216797,2.004966497421265,12.87150764465332,1.560819745063782,1909.8514093028,-590.61279296875,0.03057466573383084,9.099149703979492,449.6349866642762,1642.847443819873,0.7657864093780518,12.27772617340088,-0.6978553533554077,6.272294998168945,30.84869194030762,Ripe
12.18564224243164,-23.17227745056152,0.00586813036352396,0.004468467086553574,138.6725311279297,5.989509582519531,1.817247867584229,11.99212265014648,1.425397038459778,2115.623635380183,-588.4204711914062,0.03683648813225539,11.14146614074707,543.1851254475546,1847.273438373716,0.7726383209228516,8.457497596740723,-5.758507251739502,7.687192916870117,26.27166557312012,Ripe
20.28401565551758,-14.82940101623535,0.006583231035619974,0.005197555292397738,127.8626403808594,9.036798477172852,1.931954622268677,12.55487632751465,1.542100548744202,1891.359017061155,-580.8202514648438,0.02854218490878939,9.11671257019043,479.3827880735124,1649.286477174826,0.7443566918373108,15.75785255432129,0.3178911805152893,6.159885406494141,30.00059509277344,Ripe
20.28401565551758,-14.82940101623535,0.006583231035619974,0.005197555292397738,127.8626403808594,9.036798477172852,1.931954622268677,12.55487632751465,1.542100548744202,1891.359017061155,-580.8202514648438,0.02854218490878939,9.11671257019043,479.3827880735124,1649.286477174826,0.7443566918373108,15.75785255432129,0.3178911805152893,6.159885406494141,30.00059509277344,Ripe
